Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:34:04,2021-08-19 21:34:05,0.368s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:34:05,2021-08-19 21:34:05,0.423s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:34:05,2021-08-19 21:34:05,0.375s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:34:05,2021-08-19 21:34:06,0.568s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:34:06,2021-08-19 21:34:07,1.515s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:34:07,2021-08-19 21:34:08,0.471s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:34:08,2021-08-19 21:34:09,0.937s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:34:09,2021-08-19 21:34:09,0.456s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:34:09,2021-08-19 21:34:10,0.393s,PASSED
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:34:10,2021-08-19 21:34:10,0.392s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:34:10,2021-08-19 21:34:11,0.834s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:34:11,2021-08-19 21:34:12,0.697s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:34:12,2021-08-19 21:34:12,0.406s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:34:12,2021-08-19 21:34:12,0.337s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:34:14,2021-08-19 21:34:42,27.457s,PASSED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:34:14,2021-08-19 21:34:15,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:34:15,2021-08-19 21:34:15,0.000s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:34:15,2021-08-19 21:34:15,0.004s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:34:15,2021-08-19 21:34:15,0.000s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:34:15,2021-08-19 21:34:15,0.472s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:34:15,2021-08-19 21:34:16,0.981s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:34:16,2021-08-19 21:34:17,1.214s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:34:17,2021-08-19 21:34:19,1.501s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:34:19,2021-08-19 21:34:19,0.453s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:34:19,2021-08-19 21:34:21,1.503s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:34:21,2021-08-19 21:34:21,0.550s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:34:21,2021-08-19 21:34:29,7.400s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:34:29,2021-08-19 21:34:29,0.333s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:34:29,2021-08-19 21:34:29,0.438s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:34:29,2021-08-19 21:34:30,1.124s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:34:30,2021-08-19 21:34:31,0.949s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:34:31,2021-08-19 21:34:33,1.505s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:34:33,2021-08-19 21:34:33,0.457s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:34:33,2021-08-19 21:34:34,0.945s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:34:34,2021-08-19 21:34:35,0.453s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:34:35,2021-08-19 21:34:35,0.398s,PASSED
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:34:35,2021-08-19 21:34:36,0.389s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:34:36,2021-08-19 21:34:36,0.852s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:34:36,2021-08-19 21:34:37,0.935s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:34:37,2021-08-19 21:34:38,0.419s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:34:38,2021-08-19 21:34:38,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:34:38,2021-08-19 21:34:40,2.062s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:34:42,2021-08-19 21:35:10,27.728s,PASSED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:34:42,2021-08-19 21:34:42,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:34:42,2021-08-19 21:34:42,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:34:42,2021-08-19 21:34:42,0.000s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:34:42,2021-08-19 21:34:42,0.004s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:34:42,2021-08-19 21:34:42,0.412s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:34:42,2021-08-19 21:34:43,0.961s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:34:43,2021-08-19 21:34:45,1.245s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:34:45,2021-08-19 21:34:46,1.498s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:34:46,2021-08-19 21:34:47,0.464s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:34:47,2021-08-19 21:34:48,1.487s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:34:48,2021-08-19 21:34:49,0.449s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:34:49,2021-08-19 21:34:56,7.770s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:34:56,2021-08-19 21:34:57,0.343s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:34:57,2021-08-19 21:34:57,0.421s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:34:57,2021-08-19 21:34:58,1.191s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:34:58,2021-08-19 21:34:59,0.908s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:34:59,2021-08-19 21:35:01,1.608s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:35:01,2021-08-19 21:35:01,0.486s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:35:01,2021-08-19 21:35:02,0.926s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:35:02,2021-08-19 21:35:03,0.460s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:03,2021-08-19 21:35:03,0.398s,PASSED
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:03,2021-08-19 21:35:03,0.384s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:03,2021-08-19 21:35:04,0.822s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:35:04,2021-08-19 21:35:05,0.912s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:35:05,2021-08-19 21:35:06,0.404s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:06,2021-08-19 21:35:06,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:35:06,2021-08-19 21:35:08,2.033s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:35:10,2021-08-19 21:35:34,24.539s,PASSED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:35:10,2021-08-19 21:35:10,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:35:10,2021-08-19 21:35:10,0.000s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:35:10,2021-08-19 21:35:10,0.004s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:35:10,2021-08-19 21:35:10,0.000s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:35:10,2021-08-19 21:35:10,0.408s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:10,2021-08-19 21:35:11,0.931s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:35:11,2021-08-19 21:35:12,1.223s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:35:12,2021-08-19 21:35:14,1.472s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:35:14,2021-08-19 21:35:14,0.453s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:35:14,2021-08-19 21:35:16,1.502s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:35:16,2021-08-19 21:35:16,0.450s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:35:16,2021-08-19 21:35:24,7.839s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:35:24,2021-08-19 21:35:24,0.353s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:35:24,2021-08-19 21:35:25,0.402s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:25,2021-08-19 21:35:25,0.382s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:35:25,2021-08-19 21:35:26,0.573s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:35:26,2021-08-19 21:35:27,1.542s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:35:27,2021-08-19 21:35:28,0.470s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:35:28,2021-08-19 21:35:29,0.960s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:35:29,2021-08-19 21:35:29,0.478s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:29,2021-08-19 21:35:30,0.397s,PASSED
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:30,2021-08-19 21:35:30,0.376s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:30,2021-08-19 21:35:31,0.840s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:35:31,2021-08-19 21:35:32,0.611s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:35:32,2021-08-19 21:35:32,0.409s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:32,2021-08-19 21:35:32,0.346s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:35:34,2021-08-19 21:35:59,24.609s,FAILED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:35:34,2021-08-19 21:35:34,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:35:34,2021-08-19 21:35:34,0.000s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:35:34,2021-08-19 21:35:34,0.000s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:35:34,2021-08-19 21:35:34,0.004s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:35:34,2021-08-19 21:35:35,0.388s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:35,2021-08-19 21:35:36,0.935s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:35:36,2021-08-19 21:35:37,1.268s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:35:37,2021-08-19 21:35:38,1.430s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:35:38,2021-08-19 21:35:39,0.469s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:35:39,2021-08-19 21:35:40,1.483s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:35:40,2021-08-19 21:35:41,0.559s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:35:41,2021-08-19 21:35:48,6.728s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:35:48,2021-08-19 21:35:48,0.325s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:35:48,2021-08-19 21:35:48,0.408s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:48,2021-08-19 21:35:49,0.911s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:35:49,2021-08-19 21:35:50,0.839s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:35:50,2021-08-19 21:35:52,1.518s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:35:52,2021-08-19 21:35:52,0.473s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:35:52,2021-08-19 21:35:53,0.928s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:35:53,2021-08-19 21:35:54,0.536s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:54,2021-08-19 21:35:54,0.398s,PASSED
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:54,2021-08-19 21:35:54,0.344s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:54,2021-08-19 21:35:55,0.843s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:35:55,2021-08-19 21:35:56,0.930s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:35:56,2021-08-19 21:35:57,0.432s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:35:57,2021-08-19 21:35:57,0.374s,FAILED
Video,Chrome 92.0.4515.159,,,2021-08-19 21:35:59,2021-08-19 21:35:59,0.000s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:35:59,2021-08-19 21:36:20,21.254s,PASSED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:35:59,2021-08-19 21:35:59,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:35:59,2021-08-19 21:35:59,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:35:59,2021-08-19 21:35:59,0.004s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:35:59,2021-08-19 21:35:59,0.000s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:35:59,2021-08-19 21:36:00,0.460s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:36:00,2021-08-19 21:36:01,1.013s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:36:01,2021-08-19 21:36:02,1.219s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:36:02,2021-08-19 21:36:03,1.492s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:36:03,2021-08-19 21:36:04,0.552s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:36:04,2021-08-19 21:36:05,1.506s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:36:05,2021-08-19 21:36:06,0.561s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:36:06,2021-08-19 21:36:06,0.000s,PASSED
